1    5
2    6
3    7
4    14
5    15
6    4
7    3
8    2
9    27
10    16
11    17
12    25
13    26
24    1
25    18
26    23
27    22
28    21
29    20
30    19
31    31
32    32
33    38
42    28
43    29
44    30
46    42
47    41
48    40
49    39
