5    1
6    2
7    3
14    4
15    5
4    6
3    7
2    8
27    9
16    10
17    11
25    12
26    13
1    24
18    25
23    26
22    27
21    28
20    29
19    30
31    31
32    32
38    33
28    42
29    43
30    44
42    46
41    47
40    48
39    49
